StreetName,rand1,nor1,uni1
Ridgeway,458169,1525144507.3304627,7545638922.535565
Vahlen,685497,569456384.9122623,357036993.78401375
Lakewood,226227,833641269.864492,298629159.6070534
Talisman,503791,985891884.1179233,2327677696.930797
Dottie,235501,214925625.7378851,791379129.4300721
Gateway,825577,1228148889.1627698,800985741.4774845
Scott,399343,939252474.2304336,816643049.0987798
7th,664163,214611204.2293011,1769267790.7035172
Grim,811357,1460073602.638648,700976217.5041027
Larry,680387,1981234762.0997448,2432062900.950739
Morning,164256,1360902093.4207838,130006321.88782094
Shelley,580430,516347993.9128794,95195318.54958348
Judy,526654,1743002089.683944,4887881992.581263
Laurel,983436,461397505.0085087,1573294350.840381
Continental,819400,1809779231.33738,215417935.94262996
Coolidge,391103,1160416861.9760602,2271874398.5209446
Summer Ridge,114794,213953421.15992886,4711349921.8126135
Acker,490187,2095246010.261665,1386510430.7920344
Monica,5081,851542453.5932367,754541057.1358539
Thompson,243091,1519781696.7287784,995874816.9040842
Dawn,418404,2018317583.414579,3558318524.237035
Caliangt,916135,11490891.967162097,777665245.8952299
Derek,823704,1957092626.815132,2969613071.7907777
North,976570,1907201100.2579467,2323621297.7680078
Anthes,672013,606277638.5825324,2023447991.6446016
Spaight,506489,1172131511.8872354,958058831.1057928
Corry,749496,1294244587.9711554,3949430278.588157
Northview,360990,1384481095.8042898,60105357.02998146
Bartelt,214190,1744613242.8764896,526411747.49279094
Melvin,206823,560958499.4202921,1055733125.7777408
Gateway,501718,2063018321.2168272,4187647868.7130404
Iowa,292785,1659107247.0598998,1730710318.2942498
Dwight,915161,1662617202.1723049,427320647.29733515
Hooker,919068,1233370952.644719,5745745836.270544
Acker,980955,961786304.2206178,803748079.1238897
Tony,169678,400216705.2710542,2286243542.8460364
Veith,216089,1199036486.7987704,47351089.463639066
Dovetail,138308,269673355.8775061,3919851243.8931293
Cambridge,552254,566400114.4954073,2837312684.387478
Jenna,690317,1892172351.8462694,3122669953.847589
Menomonie,161433,1266966754.1998315,283488291.8356448
Dennis,761526,716617886.9804806,996426098.4452147
Manufacturers,689564,748087146.177816,72093806.39057441
Eastwood,11421,21094059.257425945,4607445638.428239
Truax,835823,683622035.2292017,367945946.9990386
Manufacturers,954997,1343453719.250525,1423803256.8579493
Bultman,824727,616226983.7221619,3267374981.8438516
Brown,531618,363068587.9519295,43818054.89565808
Oak Valley,931127,1154642134.3982928,799779053.5455366
Ridgeway,983027,521102583.33531487,102405237.56772472
Maywood,441829,1516568805.8100715,1302327467.1073098
Miller,884925,818500500.3966708,5673759845.719391
Esch,107707,1908981841.843538,487180761.3404551
Mccormick,624206,1472583874.9595888,2817460404.449534
Schmedeman,950258,518323671.22618175,911517640.8870295
Thompson,570739,1979669499.592917,1886644131.4660249
Village Green,468517,1387574690.479271,1020771770.8831723
Kenwood,333985,1487392240.0275526,1063902579.1478701
Lakewood,711882,612279694.4104347,502725772.3970807
Merry,975711,2051376371.7900455,4824954.296203912
3rd,737292,1722574461.8357708,2204260819.8278804
Eagle Crest,962719,518270062.958842,2612993660.083355
Dahle,870051,1623472038.815352,1375980471.716481
Laurel,936697,850793669.2937909,4065011780.2629366
Emmet,334371,1536928052.0419877,1922740439.1427526
Elmside,642458,1387744859.788457,572000398.0842788
Basil,548240,1108243112.4469092,4613211266.140649
Hayes,580700,1660169222.1293874,1043149634.13652
Drewry,817999,411613848.846831,3509557412.8819966
Duke,141303,284679310.0395388,1905084386.3879285
Golf Course,299610,2078168917.5480635,2091174076.9874556
Amoth,420310,205397255.51757514,2059599303.4784224
Dwight,846694,1781429230.2407014,1879799836.7382553
Hanson,33045,1024575780.7413427,894083877.4688119
Bobwhite,751347,1764751961.2558608,866216695.6201003
Florence,584542,1874647465.1385114,1293742536.1671298
Riverside,923349,1908471224.2227516,3251677544.689849
Brown,537274,641078178.0136313,3006874044.5783954
Hoffman,872941,1755019458.3095527,2478561125.2853975
Towne,893315,1489258004.814496,1795501591.4870803
Truax,272608,1537239089.697788,3311974159.4707165
Bowman,659096,1127125225.744794,753421990.6030911
John Wall,675699,1562364499.4713554,4581743051.782778
Talisman,11707,1510626147.0202937,2607503570.6308722
Little Fleur,159379,1007171941.4580477,1239959707.5509968
Myrtle,794141,548894028.3326997,282945128.46976715
Colorado,83366,1662560481.8934126,1053106989.1466053
Thackeray,172048,2029869086.0447407,539503426.7837337
Welch,743990,387049873.7671235,204604646.40414605
Iowa,441137,1839531550.7844584,3095750081.818777
Gulseth,833260,1588310252.9878542,4951462322.858891
Eastwood,53130,2075572501.1018486,10124754821.666903
Karstens,189175,938122945.919334,1215686859.4782224
Di Loreto,67642,2135111550.603769,97373952.26973546
Blaine,709782,1045628155.812533,4742423989.688128
Cascade,167856,392039759.0669175,444176345.1883358
Kensington,527926,1961791201.2463515,1334481865.3289442
Dunning,356544,121781679.65959053,1567168238.1283338
Emmet,434340,743872677.8437022,660107322.1616664
Marcy,157892,1191904088.8902037,109312380.27675825
Forest,308614,1564444804.5149105,1118942413.5547323
Burrows,258663,2017098359.927731,4828870897.095405
Armistice,554773,1328164906.3090227,909500668.8348753
Bultman,34558,1123606973.9000952,2353658169.744832
Morningstar,912934,1910416728.4247196,1552026507.509271
Hudson,216409,522513543.0446231,4695561137.926876
Kings,295173,1014587257.6133207,904859703.1824081
Debra,343073,1154367096.3709545,184008447.3659567
Paget,999218,1885480794.4246764,1345705036.038036
Sycamore,133829,926893685.0826495,32058211.098993275
Ridgeview,997009,189837832.85399985,1280097912.8711007
Shasta,82590,951594928.589864,1953273732.8864193
Walton,427447,753676717.7588603,3692145544.0437946
South,209474,1247405620.5260363,15606045.929617558
Hollow Ridge,713732,225989788.42225045,306314643.78047705
Emmet,581694,2101815692.6418295,4427035917.397625
7th,997728,1210082714.790407,1902329501.5313327
Mcbride,644326,1871966599.3171258,2683048423.76197
Gale,676169,1213797928.8892217,3545814526.5522594
Dexter,283410,1406704802.7440517,215081556.12559038
Center,733760,327618165.4701428,485016865.0178786
Rutledge,213350,595378417.9843138,166968949.3050633
Northwestern,170550,1253239673.1548846,687718560.5152036
Lyons,124489,1051775259.7056397,302903744.5648311
Maryland,117038,2122089372.6616313,675364091.1793783
Menomonie,48482,774778177.0774461,2233383721.760978
Claremont,431083,2136385035.0484352,256242316.61210096
Acker,46914,1022166559.1394618,2366292571.680608
Aberg,702887,1902896546.003579,1612762225.1140985
Anthes,949919,859621500.8436031,912085525.24141
Brown,403205,1613563890.3963854,1521393495.8659716
Helena,447735,717410258.7845285,3009398351.7439814
Vahlen,862458,1115336473.317217,4578214431.807481
Del Mar,919882,422031554.9120828,1105465129.2582343
Hudson,170752,357306839.926955,14712765808.075296
Buell,815904,1823890477.442035,4316836449.396001
Erie,171804,819735042.8397367,477612993.23149455
Saint Paul,625128,1622320821.6172976,1935787585.8553433
Cambridge,551590,2065528942.7218661,1717653658.121281
Pawling,656286,346098921.0950967,8143328789.385411
Tennyson,196645,1863722700.7683237,1914645213.3588753
Evergreen,658207,2114509043.793769,1685269121.2639763
Kinsman,135352,1405336218.337117,279439913.77391124
Hollow Ridge,704166,753367769.8609892,3604476488.004802
8th,389060,417973090.2526458,2745665689.5038443
Carberry,750452,180431537.4791979,2530742504.475512
Merchant,492847,1231052267.7802656,350863953.684493
Ridgeway,987989,1149595348.1882434,861116163.0128766
Oxford,615043,1059634583.5992489,672384055.5599748
Clyde Gallagher,716639,2037887740.1677167,5758354322.679943
Sachs,202271,948546762.0109221,839876854.196128
Arkansas,483735,1081579805.9624364,5867635060.537104
Texas,437494,729365640.5390455,1099786800.8952534
La Follette,894227,6931177.809560428,315297951.3649431
Hanson,247287,869197249.543211,2354327925.155551
Armistice,964667,1874397817.1276174,1522099999.661003
Dixon,986287,1602030878.587562,631383929.0422578
Warrior,790183,361670728.36212057,1166519491.2908137
4th,13066,729843043.0152415,5106802840.166595
Walton,218668,385771612.2061338,570005877.0515592
Loftsgordon,786133,649143796.692972,5654944675.717334
Fairfield,395800,604654357.5902408,6908709442.107149
Sage,960583,1519686644.21771,167475543.4825617
Walton,369294,1861759465.73166,27059800.26645993
Bluejay,379713,702409249.0618534,3066272341.4357038
Eastlawn,872062,2025472713.8213582,728912904.951088
Arizona,637375,1822413968.1878927,612542194.7810177
Cascade,425598,758170998.1888324,4898991281.802985
Calypso,943369,1938932412.6513264,5850890246.390331
Calypso,195426,442656048.93426096,7442011435.308586
Coolidge,585691,1811489455.5983505,4506115540.078569
Carpenter,210060,463760631.68621457,5662242183.258653
Maywood,589285,281618933.87002254,951815894.2868057
Delladonna,310443,452425053.13286215,688135345.9977467
Towne,413444,2147149958.7760584,1451292874.4064028
Burrows,891355,620717054.1530495,873478331.3662487
Stang,75469,518064844.02379453,2378638591.3623147
Lawn,195562,1402642616.8867373,1590960202.5778868
La Follette,98763,310905569.36149395,163194342.33581153
Blaine,954788,2039746824.4442427,4096294833.6805205
Helena,775197,1778842181.5257304,2032340686.4013562
Marcy,946821,1259440524.5288298,1446545977.743576
Ridgeway,721658,1880100150.8394623,4099272583.778802
Reinke,133203,596691087.3503042,4001556813.5465884
Straubel,901284,1275164931.0115595,470290175.3194497
Rigney,468788,956969120.9086863,507292302.92945427
Colorado,648633,24892624.787225865,3388149278.0141435
Brown,368355,2100731786.1874285,2127992834.9903867
Emmet,98723,2075852842.5096796,3901451149.7618985
Erie,371363,1973581992.0814743,419529577.593574
Fordem,248872,455007192.06368995,105000815.94605069
Nancy,376775,912246863.9662044,47953653.74650926
Schiller,717003,2030348470.4203765,2866001145.2342257
David,951293,1467206920.6527336,3850562774.505782
Summer Ridge,814515,1363530602.4191356,632312443.3252206
Center,219735,982031101.5430957,203567068.94257498
Moland,857235,1694844421.6930327,1279636811.3205693
4th,822623,464146778.24374515,2579129095.10095
Emmet,174042,1287975460.942139,114934442.01896338
Northport,187168,448980830.9253562,272178940.9636976
Burrows,369267,1885991913.3467288,946064962.8684514
Meadow Vale,585138,373738824.5251096,1293818225.7727296
Schmedeman,662708,563854505.8048168,5593691155.32386
Luster,319648,1129226547.764355,1342107300.8401048
Warrior,789540,570724471.639478,249112020.95676276
7th,951924,1361536115.443983,3703473439.1789374
Lerdahl,694583,165116331.9949272,1820159642.633875
Brown,765701,1539897902.0645723,4760336840.622597
Emmet,571675,1833637871.655334,327450844.5364166
Artisan,871544,1760914752.5162652,2148467265.255345
Gulseth,592781,1735867850.7068741,2566400251.1754074
Dwight,554597,741815963.4757906,4165710.7672350653
Tennessee,451284,353805421.8054282,6609528356.021113
Evergreen,64083,832765737.0924207,1203538056.4612179
Delladonna,934464,2132690796.0724993,1305364394.5667036
Helena,941117,399486968.11983776,6225814072.367443
Prairieview,139275,1874685449.5953934,253265288.50116354
Anzinger,193693,567476152.1883023,745452860.9978212
Menomonie,789854,1412069936.9521317,124090662.30951017
Mallory,617475,1137502934.4812045,7149679118.22557
Killdeer,201785,1456451549.293826,629254767.9733628
Bartillon,769215,1252329341.7459106,1731153155.1139624
Moose,801352,1267931708.6441422,399751346.51130116
Magdeline,782921,1815724991.9988685,992752261.0682491
Lawn,351357,293995472.1853876,854334023.2607031
Oriole,752788,599851554.5289905,6099784364.528702
Milwaukee,787875,43281987.61974117,203770120.64911044
Village Green,902810,1228969201.6328893,5845519184.881847
Hudson,252621,87675404.71721458,1272079372.1457605
Charing Cross,555577,1570288563.5388303,403007465.2966094
Dexter,914873,2140189050.2443995,5791041891.656746
Fairfield,907934,38560601.03120215,2145461168.8111324
Dawn,430131,1188436942.4725537,1194647354.4360156
Clyde Gallagher,987145,283688181.16233075,3783377509.445005
Roxbury,823608,1241456574.146762,590285315.6272916
Novick,874127,1611551256.2879703,473050509.6087806
Carberry,383320,1098451420.2801566,6045851151.900806
Mcguire,835700,845174292.4828508,1083636469.1910021
Moland,894020,591713756.698993,9365066037.05597
Green Ridge,606317,1254954816.3108406,694846680.4981897
Red Cloud,832971,2093333178.9676914,2337932538.208441
Anzinger,893798,1432162844.9145393,5905382145.416379
Truax,329227,2078401695.278219,5985388737.658441
Lighthouse Bay,512837,1646962275.5348194,370070123.0276578
Manufacturers,504450,69602412.4117331,3797169411.3579597
Talisman,927403,1109264137.131068,2087791273.4912305
Birchwood,175187,1842718645.0952368,2000317093.816804
Basil,553944,1552602153.159248,1101115211.2404304
Birchwood,295160,1842786651.8406627,2346464350.081467
Truax,661299,407751657.5741377,2577669.1643150235
Schurz,782249,1577367504.6169071,577837965.4185526
Basil,596540,1930039908.9500914,1747434025.162215
Wayridge,395740,82831875.0508647,45512186.079044975
4th,30112,1897416773.7238278,465288420.4228716
Sachs,130408,675160313.6120349,3770814678.0343885
Village Green,305464,1475024444.136667,10083250997.052467
Derek,487298,1209784008.164363,3150648965.227112
Blaine,101005,2136562046.8545203,299897370.2856519
Cascade,117889,40416665.8085442,941980206.2679981
Darwin,519227,2061330423.6341758,2957888001.8934855
3rd,734968,522706539.926202,1395141593.3032272
Oxford,409620,509247282.210945,129882852.71588016
Gulseth,39515,249170861.3296018,241103454.24428177
Northview,996409,2079941764.5803905,1139478403.5337987
Kenwood,533929,1763331952.9953227,1029999256.0432984
Luster,776370,1660671287.9981132,964288196.5406823
Scott,505163,1683985831.0812678,65910511.50273497
Longview,9816,371949634.2085795,3805634390.9086523
Loeprich,704342,996342813.0411606,664787862.0847198
7th,706756,902324841.7071638,1254193438.1263356
Continental,172452,473442175.5760897,560968453.9281698
Union,746683,1779228049.7229457,103123734.8887558
Barnett,422127,1674613702.6199553,1016249169.7022581
Lindbergh,581931,1498179917.4991045,3786499887.36821
Mosinee,486215,1560638694.4551256,3150567079.827191
Summit,706998,1267394040.9278426,1173407564.1081786
Rigney,798377,1213706403.790157,1576283995.0731027
Loomis,94323,441482513.5784944,349344241.67610276
Shoshone,361243,1039408527.5119102,239851848.68981135
Rutledge,300465,2080815661.3820093,3764857303.2254715
Gale,50374,1038018924.9703163,577590795.9750372
Bartillon,857158,1008639067.911094,969616308.3602381
Sugar,689127,1206520774.8296182,870660918.6617166
Quincy,956556,1762267962.818333,1057765522.482438
Derek,731181,2036706850.0284054,897757413.5431781
Bartelt,566374,1509673739.693088,785595804.1900973
Anthes,321252,734517042.3284246,3195439071.615967
Buell,688692,1386911311.1214952,2708797426.125295
Old Gate,336897,591219394.024423,10847153917.107569
Union,19566,1857663798.8433528,4357826340.958314
Susan,14550,1171794841.6409464,375457201.18567777
Shopko,925420,1381599303.9263701,664999552.4660755
Thompson,533004,374689334.8488021,479542315.53618324
Dottie,458196,50700322.265118584,487837033.8859497
Anthes,204772,977300000.3993464,498028488.23956305
Carberry,851973,1822525494.9355974,1133111941.3113117
Marcy,335321,1649328007.1900911,2472598928.634951
Glendale,859057,1163448601.639691,1390877666.6595924
Atwood,565707,1723612396.869126,132894431.85340999
Nelson,732231,362160070.83222055,1131670961.0063982
Tony,667289,307728960.7195353,1309863086.2501984
Muir,518124,1188332584.9138489,728701366.6843154
Marcy,367193,638312354.3608515,579222074.0763353
Hollow Ridge,630661,2077529228.2646453,602528567.9415462
Schiller,443623,987965721.340159,4796063909.657031
Quincy,788540,283203323.2192353,393547613.7011679
Evergreen,440829,912850867.4168506,5056832814.996433
Maywood,910192,1843106174.2665884,1116841867.6695976
Schiller,134945,1948034596.8441048,2960055776.3769565
Sutteridge,62131,1689347691.4312553,1916950964.626772
Lyons,970749,112146924.3288882,424915959.65857065
Continental,192089,781247868.7956823,879019837.4799407
Arrowood,577074,915897371.7480171,2214756076.000033
Armistice,251250,48651569.75383673,2571855249.890789
Washington,908380,1260907866.8990498,3443497903.631292
Moose,563453,965843862.6112862,140460314.44341078
Oak,590998,1971332480.3552139,4301672383.006148
Manufacturers,375811,1772756632.4787483,2298006537.6779847
Elka,798690,68342476.09358326,2594252738.813953
Springview,984115,1778231947.2784247,5748491201.626315
Portage,656482,1974681900.9516768,6986242789.37362
Erie,878510,69938360.12861028,706646217.0978395
Shelley,73335,1144841331.7141159,1197439376.8448892
Blue Bill Park,115159,837507167.2563326,244051877.94300163
Sundown,411423,2117634879.6031334,296536645.49635816
Arrowood,102766,1689077779.3133097,1272058020.8919063
Waubesa,592572,1539520819.0432308,4210275868.2959056
Pennsylvania,106103,69901034.97784986,4599714730.2774515
Myrtle,229280,61668100.330907226,659874112.4785967
Schmedeman,245948,1207286636.5585477,675578413.3957719
Mitchell,978548,305536066.5675971,391693263.0791115
American Ash,193587,1796302505.794158,1765857087.3279867
Pine View,540044,137869123.77742538,1092225914.4123049
Magdeline,586165,1650387242.8914726,625188798.681701
Carioca,500845,1367270079.4854796,859878534.4555851
Eastwood,111576,262324118.7423964,6244508002.916848
Marcy,976961,119670257.92730403,537725360.6049129
Waubesa,449199,1065965226.1125468,4666173782.459453
Bellgrove,312556,1193816205.7394478,291638652.8646125
Golf Course,164425,449262044.52788377,1412754807.1867316
Washington,847345,1064629423.3979646,244536402.71720207
Charing Cross,384479,294894927.9551526,2426977551.131403
Shasta,273794,1637310549.1374054,930589172.9491949
Aberg,404456,90169215.93835932,2987624766.4275613
Delladonna,337213,1527854252.7632518,3569547449.508268
Kenwood,122913,789177024.3321618,5533128447.735149
Eagan,651316,1670729165.36767,1328501974.7641742
Holy Cross,424504,1302368481.4083607,293754869.51172596
Laurel,380393,1348701348.990848,1091102224.3356922
Mockingbird,254002,18639429.28243729,118645639.30846608
Judy,909753,1318092587.0493104,471333768.4491525
Service,496744,555297718.4736302,358612411.34614086
Hauk,825060,1947546878.9314163,2373177444.749495
Oak Valley,168519,2108382228.4778247,2830163147.243124
Mendota,188800,1789002016.7562044,789243856.2821515
Fuller,755431,1903611415.4498162,1157535828.5159533
Armistice,717887,735420271.4795536,236191138.8702385
4th,70205,1525799262.3562312,2711268925.8269296
Hauk,552005,226201405.24268112,946016792.702773
4th,810636,369278898.96091944,1267849626.0197206
Buena Vista,77175,2071776943.2960036,2191764398.3532305
Meadow Ridge,152725,1063010667.3117648,1166841291.11192
Summit,555041,1971911533.5118227,620838695.9344139
Warrior,436786,1763665491.7235847,3622441521.1767077
Elmside,791791,916921807.4108729,178066452.65506244
Maywood,684538,1799306626.8303182,67695347.87835272
Mccormick,411582,89078938.16958205,361743977.9156195
Northview,504387,478262488.20061624,506444167.9908638
Lakeland,982613,2126168777.412126,3883920576.3960037
Holy Cross,595853,1332472230.183355,108985865.48622474
Columbus,952760,931297010.1827823,5360127017.538815
Graceland,831313,454567094.15861624,1246001817.4522867
Cardinal,359296,832295733.3933524,2077935516.528277
Mendota,371837,2043267517.6602983,4276638674.261076
Burrows,230123,1177249272.2174246,1845810246.8909533
Forster,125394,51487950.90131392,1308869078.299803
Stuart,200241,269237052.17586863,78314902.39009897
5th,514026,1972889906.4895406,514102953.09651494
3rd,549958,509585067.90962476,2454480575.2053885
Melvin,313984,1019357993.7904502,1958747928.1775815
Beilfuss,211586,433915511.08682483,4525384031.656355
Green Ridge,858153,257727866.28619128,2569937031.5912914
Fairfield,406210,260108608.01344618,296150412.1854014
Dixon,190851,1629240943.7633283,2069007465.9748971
Carioca,557567,23865704.493200373,3456418098.8998513
Green,106115,663949422.2794178,524401208.7351837
Northwestern,976680,541184069.8544226,4170623142.8553767
Bellgrove,393308,1018109662.5159723,578752556.5019239
Glendale,824634,1743725164.9985642,2529257670.6635566
Bunting,418318,587337886.4859568,85307998.24234696
Jenna,608975,997921494.2395738,1815299802.976701
Kenwood,294574,2114857933.4912353,4088934288.16561
Eagan,976675,624788037.3167534,5520279275.898524
Forest Run,168920,1484279629.8774338,2084934883.036046
Bultman,325018,2079019532.980159,43265424.505410105
Ridgeway,408589,825306734.7375236,171586708.76005003
Vahlen,946088,392922965.36185914,6055267536.93164
Fuller,576357,1201972687.4744067,292634966.09379345
Dakota,149032,347223534.59860325,859370769.7454365
East,646387,198829852.22706854,3901918284.6284432
Coolidge,232446,1796977730.6519828,1551391324.9062276
Goodland,958115,587024391.1421213,814837254.7498364
Green,713488,271073706.21396977,429754301.1737162
Schiller,514454,384038192.85563695,597331436.083284
Corscot,547034,2079855524.837071,2457058413.364858
Macpherson,283705,1142584862.9440815,1733267692.5334313
Helena,460029,576822107.0637099,165633426.18517682
Rutledge,972404,941756782.2709447,878770745.0180502
Sheridan,499855,921843985.6268536,720300493.3960434
Scofield,321532,467778228.4578511,1394777594.2011063
Emmet,242189,1023912457.9753394,6525134367.582789
Stoughton,286819,956794775.5794249,1289806660.3223777
Fulton,439066,1011557722.5776826,1967467293.4980457
David,21617,906730501.0576096,687111930.2950184
Dennis,13503,1739837431.4051213,614886831.968104
Messerschmidt,475191,565580756.7568643,646032126.65321
Continental,563563,1217717879.810651,544530290.1981695
Dawn,165934,1356683074.4729378,969238258.6941359
Prairieview,871458,783927325.3791957,2591820890.184266
Thompson,163126,1135353890.9781494,2635156076.3927155
Dunning,637651,471886157.1057227,4831222838.470614
Elmside,738131,287282988.5763608,440940605.21495426
Holy Cross,170872,1251264270.0639389,191441127.11971465
Thompson,126755,238506162.98216382,272758987.3496545
Reindahl,190683,709183257.7084473,1407431862.190722
Becker,835910,1761952408.0129836,2094152897.382984
Fuller,410542,1166321766.0745783,5212067308.226277
Charing Cross,984585,1046028746.9096105,538505053.4699997
Evergreen,943095,1292499590.0629835,435679530.5801024
Eagan,113390,754165882.4326038,239042936.03658983
Maple Wood,631493,1206824604.6806362,6040870625.284403
Eggendart,821068,1429380843.7035685,1544682577.7086089
Stuart,448002,486636194.6482877,100085439.83293794
Stuart,371996,249201829.7504715,4946126740.5610485
Continental,556970,1625016582.7440767,1389631083.8497028
Browning,821411,2061196429.934542,52613360.455305256
Everett,141419,2049440143.0488853,1154063032.262094
Kedzie,589977,176022733.28231826,17569321918.659695
Bunting,972851,1495339004.3594327,946310254.7962167
Huxley,761728,843645696.3967365,291265002.9470138
Loftsgordon,391423,1352021387.5587962,1328570612.145131
Dottie,714816,1323609051.2189565,1548469708.4301536
Loeprich,938678,1036776587.4858516,116462991.8102243
Norway Maple,701304,2131169422.2903147,1238072005.3593986
Gale,587440,901850533.6950548,2710546746.559718
Washington,862966,1855931473.7881286,340220871.4552391
Ruskin,611259,1407675255.4476352,1184235630.857963
Thompson,822676,1431789071.8606052,344158461.57259536
Emmet,89804,1357340129.9388483,6872078660.419679
Farragut,343534,1613131794.6513863,1117725105.4385967
Bunker Hill,571562,1838009742.381677,1009258603.617361
Superior,843677,1100874551.3165283,5860609209.553586
Center,775089,1949099117.9894428,798397864.6586955
Old Gate,525436,1616684829.061301,2021157842.1344676
Stone Corner,827058,742891743.5945631,1337455862.1051583
Green Ridge,770236,1236108677.7876313,2894104494.307705
Acker,529580,723222682.5011853,1296401621.7057102
Dryden,32244,511698352.2249363,5112813860.96112
Sycamore,952388,322349351.79345024,3388893215.1553497
Charing Cross,393390,1458622477.0651515,578122765.4993465
Hanson,805769,2027349639.5952156,1539180039.3116562
4th,701315,1026642546.8324332,3466965597.4293003
Blaine,98352,345618105.1250362,2665842088.6996927
Mcguire,494861,1362684086.09396,2071385068.2905514
Monument,354222,1666069625.9602168,1582053867.3869216
Buell,709267,1481836771.6587696,2926132964.6172743
Sycamore,496434,1091556836.7251277,4211040459.1539283
Shoshone,978771,778331813.3894366,659195487.7869074
Briar Crest,745857,138551629.43035206,1492767022.396968
Twin Pines,378167,212068357.79036546,1580620351.8543549
Independence,547263,2112173740.9089189,54423734.29915504
South,680102,840276366.5286412,1238996762.0098581
Eggendart,826029,1713681851.899038,3393038582.3572445
Darwin,974201,2103868046.9000008,32951394.7140554
Kinsman,768000,1265841191.6089675,8993645.994979203
High Crossing,648867,1866566022.9793983,2685515649.019777
Bartelt,47301,1193901396.4137444,4784455949.493965
Eliot,44973,2006849852.4972079,2110076296.3593671
Dottie,757642,1050941421.9590137,1019278189.73061
Grover,939976,414366066.2954505,336234972.4344849
Corscot,97685,1928749935.7269692,2594986439.263509
Karstens,300357,1473632978.7306201,3923257708.8572755
Fisk,772492,108293211.95531125,6541717658.757969
Porter,610051,301366081.50876695,202990154.32059968
Lukken,713810,1197263493.4760916,1182926167.0747507
Miller,241271,1456682206.5913572,2625230115.245118
Erie,879704,1013829121.1009796,1199836719.2721152
Quincy,979612,137527538.36540663,1245392718.0356166
Trailsway,825411,1041401349.7856216,4068408375.9109178
Iowa,577545,1638960468.7469838,1111849944.5706203
Debs,86697,896872610.5838705,6636566107.619529
Kenwood,810927,1679408718.4613378,996103006.0340664
Brown,28556,558892914.5807732,8894928296.834599
Towne,973579,60634643.55793857,3315393702.9902067
Bonner,838945,771744705.9631124,1307174282.4513862
Duke,290034,1282316979.902045,111487722.74275208
Buell,595929,1831788765.5129235,5822551332.35956
Fulton,256967,1379625935.1869035,3406111770.0990324
Elmside,699735,511410254.49186414,1843308052.254205
Anhalt,357998,1196978504.620056,10281900280.970713
Dawn,522622,70275475.52368073,359733543.43362087
Scofield,921683,1525215516.9605932,2258281109.112385
Marcy,75454,1066582871.1289386,7093662.069621259
David,181922,976626612.6131148,816582931.0671407
Kedzie,682138,126730608.42312604,3845710103.00598
Helena,322416,1489972284.3532603,611410392.2616192
Russell,833046,268200933.06630135,125483021.52619143
South,757156,573209208.6707664,2740573397.8354754
Eggendart,981312,70150727.100306,14503041.78795015
Steensland,817479,2121628323.6304584,1698667215.3244853
Mcbride,47482,249548464.2637209,3759009698.756639
Sheridan,767355,665349466.1186336,1930093101.3640327
Kedzie,363553,126041459.36056381,821732146.2567165
Cardinal,55228,1130764709.117885,2407193018.207253
Vahlen,377968,1444003961.2032425,349313951.1606798
Eagle Crest,708748,1220284198.5226645,5060216619.556602
Meadow Ridge,423755,2122785431.2477038,4566359233.332082
Debs,756303,79538885.25769678,2608126377.742205
Browning,761035,441828455.02627367,64439936.092669904
Dunning,180895,1327010847.7000232,802997592.204006
Schiller,474071,163713567.2286024,1413219974.8432064
Buell,470181,383304767.24595714,355631424.39560056
Fair Oaks,323721,1031745886.5913807,18663293.64509972
Tony,835463,1189820902.9022183,2042548773.4814806
Bunker Hill,960399,22905662.077725023,879430383.1281428
American,458366,1339740425.681907,2985694212.625298
Warbler,130101,393747345.24132735,1712829691.6941466
Village Green,864412,866052012.6603663,1542328651.240739
Lakewood Gardens,421572,2035553559.6735883,3666765812.0378957
Butterfield,981640,1032388028.2196126,581588997.8754953
Toban,376763,1812306008.0175862,2255476869.438143
Waxwing,264134,825338016.1157132,3163160774.659748
Manufacturers,31007,541431306.1448648,1061080418.6057861
Roth,417766,25524724.251672987,1055923471.428179
Cambridge,534750,1006926705.6921426,2072108472.7373288
Bowman,373185,1933497404.1130886,8612671164.735092
Moland,446036,427540295.1622506,3275990191.7157583
Sachs,227403,1406524094.86475,396624501.73030365
Brown,730524,1932278019.9516852,2858590807.0180173
Eggendart,458047,704821479.4311706,350145190.0188648
Shasta,965758,1184956375.4649856,4669699157.805027
Mallard,746310,1683252133.9669063,3236177243.624523
Banding,751768,549485656.1498113,1012113641.192792
Aberg,871890,1929047477.9546258,83267590.43657947
Anhalt,474496,1844389991.496103,2540070901.235098
Miller,513609,358149541.0880223,3049118410.4060125
Corscot,909707,1956914707.2803125,213627857.673385
Autumn Leaf,895991,1992553174.576967,4496564338.06745
Clove,483531,1336472599.372443,674055856.9990433
Hallows,746435,1634901129.6749494,2744195851.4233875
Redwing,933742,1364142793.1934788,4049289442.5013638
Pawling,964174,29143939.753511965,5074116248.1789
Lake View,758189,1185162572.992056,1140379112.6752443
Menomonie,507257,1107002727.9231572,1938860456.191268
Marcy,940648,1448697480.2542849,9589417101.10475
Heath,907463,2134747418.231218,312292829.93308103
Bellgrove,315447,1613334386.046728,1991528978.0910304
Grayhawk,133475,105224514.93477139,986796552.2135264
Prairieview,361472,114386624.06111065,19010472.99744576
Hovde,963235,742345140.8597174,108057929.04977046
Transport,431456,208535999.00907734,330303630.72394764
